State,Year,Quarter,District,Registered_users,Latitude,Longitude,Region
Maharashtra,2018,4,Mumbai Suburban,1578487,19.2713708,76.7644813,Western Region
Maharashtra,2018,4,Thane,1473811,19.19682175,72.9786988514791,Western Region
Maharashtra,2018,4,Nashik,698343,19.9969676,73.7782466,Western Region
Maharashtra,2018,4,Nagpur,627317,21.1170373,79.1045331,Western Region
Maharashtra,2018,4,Mumbai,543353,19.0517979,72.8292773,Western Region
Maharashtra,2018,4,Aurangabad,534477,19.8799062683,75.33891908889,Western Region
Maharashtra,2018,4,Ahmednagar,439246,19.108436,74.735394,Western Region
Maharashtra,2018,4,Solapur,419060,17.66787665,75.90672723846026,Western Region
Maharashtra,2018,4,Palghar,414825,20.1700227,79.97914161206661,Western Region
Maharashtra,2019,1,Pune,3038402,18.527863,73.85568328231989,Western Region
Maharashtra,2019,1,Mumbai Suburban,1901210,19.2713708,76.7644813,Western Region
Maharashtra,2019,1,Thane,1834051,19.19682175,72.9786988514791,Western Region
Maharashtra,2019,1,Nashik,853648,19.9969676,73.7782466,Western Region
Maharashtra,2019,1,Nagpur,765612,21.1170373,79.1045331,Western Region
Maharashtra,2019,1,Mumbai,670094,19.0517979,72.8292773,Western Region
Maharashtra,2019,1,Aurangabad,644687,19.8799062683,75.33891908889,Western Region
Maharashtra,2019,1,Ahmednagar,532651,19.108436,74.735394,Western Region
Maharashtra,2019,1,Palghar,521918,20.1700227,79.97914161206661,Western Region
Maharashtra,2019,1,Raigad,509108,20.1700227,79.97914161206661,Western Region
Maharashtra,2019,2,Pune,3514081,18.527863,73.85568328231989,Western Region
Maharashtra,2019,2,Mumbai Suburban,2151657,19.2713708,76.7644813,Western Region
Maharashtra,2019,2,Thane,2118406,19.19682175,72.9786988514791,Western Region
Maharashtra,2019,2,Nashik,995687,19.9969676,73.7782466,Western Region
Maharashtra,2019,2,Nagpur,887042,21.1170373,79.1045331,Western Region
Maharashtra,2019,2,Mumbai,785480,19.0517979,72.8292773,Western Region
Maharashtra,2019,2,Aurangabad,736863,19.8799062683,75.33891908889,Western Region
Maharashtra,2019,2,Ahmednagar,614812,19.108436,74.735394,Western Region
Maharashtra,2019,2,Palghar,608184,20.1700227,79.97914161206661,Western Region
Maharashtra,2019,2,Raigad,594675,20.1700227,79.97914161206661,Western Region
Maharashtra,2019,3,Pune,4004991,18.527863,73.85568328231989,Western Region
Maharashtra,2019,3,Mumbai Suburban,2407754,19.2713708,76.7644813,Western Region
Maharashtra,2019,3,Thane,2396815,19.19682175,72.9786988514791,Western Region
Maharashtra,2019,3,Nashik,1155897,19.9969676,73.7782466,Western Region
Maharashtra,2019,3,Nagpur,1015333,21.1170373,79.1045331,Western Region
Maharashtra,2019,3,Mumbai,889541,19.0517979,72.8292773,Western Region
Maharashtra,2019,3,Aurangabad,841802,19.8799062683,75.33891908889,Western Region
Maharashtra,2019,3,Ahmednagar,705492,19.108436,74.735394,Western Region
Maharashtra,2019,3,Palghar,691229,20.1700227,79.97914161206661,Western Region
Maharashtra,2019,3,Raigad,679155,20.1700227,79.97914161206661,Western Region
Maharashtra,2019,4,Pune,4416899,18.527863,73.85568328231989,Western Region
Maharashtra,2019,4,Thane,2638051,19.19682175,72.9786988514791,Western Region
Maharashtra,2019,4,Mumbai Suburban,2630360,19.2713708,76.7644813,Western Region
Maharashtra,2019,4,Nashik,1304611,19.9969676,73.7782466,Western Region
Maharashtra,2019,4,Nagpur,1134480,21.1170373,79.1045331,Western Region
Maharashtra,2019,4,Mumbai,973018,19.0517979,72.8292773,Western Region
Maharashtra,2019,4,Aurangabad,947081,19.8799062683,75.33891908889,Western Region
Maharashtra,2019,4,Ahmednagar,805271,19.108436,74.735394,Western Region
Maharashtra,2019,4,Palghar,767925,20.1700227,79.97914161206661,Western Region
Maharashtra,2019,4,Raigad,754910,20.1700227,79.97914161206661,Western Region
Maharashtra,2020,1,Pune,4802397,18.527863,73.85568328231989,Western Region
Maharashtra,2020,1,Thane,2878073,19.19682175,72.9786988514791,Western Region
Maharashtra,2020,1,Mumbai Suburban,2843378,19.2713708,76.7644813,Western Region
Maharashtra,2020,1,Nashik,1448324,19.9969676,73.7782466,Western Region
Maharashtra,2020,1,Nagpur,1251510,21.1170373,79.1045331,Western Region
Maharashtra,2020,1,Mumbai,1054509,19.0517979,72.8292773,Western Region
Maharashtra,2020,1,Aurangabad,1046306,19.8799062683,75.33891908889,Western Region
Maharashtra,2020,1,Ahmednagar,905962,19.108436,74.735394,Western Region
Maharashtra,2020,1,Palghar,848560,20.1700227,79.97914161206661,Western Region
Maharashtra,2020,1,Raigad,830643,20.1700227,79.97914161206661,Western Region
Maharashtra,2020,2,Pune,5144688,18.527863,73.85568328231989,Western Region
Maharashtra,2020,2,Thane,3135101,19.19682175,72.9786988514791,Western Region
Maharashtra,2020,2,Mumbai Suburban,3060916,19.2713708,76.7644813,Western Region
Maharashtra,2020,2,Nashik,1602650,19.9969676,73.7782466,Western Region
Maharashtra,2020,2,Nagpur,1377642,21.1170373,79.1045331,Western Region
Maharashtra,2020,2,Aurangabad,1142730,19.8799062683,75.33891908889,Western Region
Maharashtra,2020,2,Mumbai,1141566,19.0517979,72.8292773,Western Region
Maharashtra,2020,2,Ahmednagar,1014520,19.108436,74.735394,Western Region
Maharashtra,2020,2,Palghar,947121,20.1700227,79.97914161206661,Western Region
Maharashtra,2020,2,Solapur,918756,17.66787665,75.90672723846026,Western Region
Maharashtra,2020,3,Pune,5546002,18.527863,73.85568328231989,Western Region
Maharashtra,2020,3,Thane,3401853,19.19682175,72.9786988514791,Western Region
Maharashtra,2020,3,Mumbai Suburban,3304696,19.2713708,76.7644813,Western Region
Maharashtra,2020,3,Nashik,1752191,19.9969676,73.7782466,Western Region
Maharashtra,2020,3,Nagpur,1502777,21.1170373,79.1045331,Western Region
Maharashtra,2020,3,Aurangabad,1244879,19.8799062683,75.33891908889,Western Region
Maharashtra,2020,3,Mumbai,1234355,19.0517979,72.8292773,Western Region
Maharashtra,2020,3,Ahmednagar,1123648,19.108436,74.735394,Western Region
Maharashtra,2020,3,Palghar,1034468,20.1700227,79.97914161206661,Western Region
Maharashtra,2020,3,Solapur,1012518,17.66787665,75.90672723846026,Western Region
Maharashtra,2020,4,Pune,6033615,18.527863,73.85568328231989,Western Region
Maharashtra,2020,4,Thane,3727358,19.19682175,72.9786988514791,Western Region
Maharashtra,2020,4,Mumbai Suburban,3609970,19.2713708,76.7644813,Western Region
Maharashtra,2020,4,Nashik,1907318,19.9969676,73.7782466,Western Region
Maharashtra,2020,4,Nagpur,1637270,21.1170373,79.1045331,Western Region
Maharashtra,2020,4,Aurangabad,1355656,19.8799062683,75.33891908889,Western Region
Maharashtra,2020,4,Mumbai,1347356,19.0517979,72.8292773,Western Region
Maharashtra,2020,4,Ahmednagar,1237321,19.108436,74.735394,Western Region
Maharashtra,2020,4,Palghar,1136061,20.1700227,79.97914161206661,Western Region
Maharashtra,2020,4,Solapur,1113260,17.66787665,75.90672723846026,Western Region
Maharashtra,2021,1,Pune,6481971,18.527863,73.85568328231989,Western Region
Maharashtra,2021,1,Thane,4014464,19.19682175,72.9786988514791,Western Region
Maharashtra,2021,1,Mumbai Suburban,3886500,19.2713708,76.7644813,Western Region
Maharashtra,2021,1,Nashik,2049293,19.9969676,73.7782466,Western Region
Maharashtra,2021,1,Nagpur,1761562,21.1170373,79.1045331,Western Region
Maharashtra,2021,1,Aurangabad,1456891,19.8799062683,75.33891908889,Western Region
Maharashtra,2021,1,Mumbai,1450548,19.0517979,72.8292773,Western Region
Maharashtra,2021,1,Ahmednagar,1333477,19.108436,74.735394,Western Region
Maharashtra,2021,1,Palghar,1225423,20.1700227,79.97914161206661,Western Region
Maharashtra,2021,1,Solapur,1199130,17.66787665,75.90672723846026,Western Region
Maharashtra,2021,2,Pune,6915820,18.527863,73.85568328231989,Western Region
Maharashtra,2021,2,Thane,4290066,19.19682175,72.9786988514791,Western Region
Maharashtra,2021,2,Mumbai Suburban,4151227,19.2713708,76.7644813,Western Region
Maharashtra,2021,2,Nashik,2191882,19.9969676,73.7782466,Western Region
Maharashtra,2021,2,Nagpur,1883447,21.1170373,79.1045331,Western Region
Maharashtra,2021,2,Aurangabad,1557693,19.8799062683,75.33891908889,Western Region
Maharashtra,2021,2,Mumbai,1549784,19.0517979,72.8292773,Western Region
Maharashtra,2021,2,Ahmednagar,1429562,19.108436,74.735394,Western Region
Maharashtra,2021,2,Palghar,1312388,20.1700227,79.97914161206661,Western Region
Maharashtra,2021,2,Solapur,1283601,17.66787665,75.90672723846026,Western Region
Maharashtra,2021,3,Pune,7398336,18.527863,73.85568328231989,Western Region
Maharashtra,2021,3,Thane,4597394,19.19682175,72.9786988514791,Western Region
Maharashtra,2021,3,Mumbai Suburban,4444495,19.2713708,76.7644813,Western Region
Maharashtra,2021,3,Nashik,2352259,19.9969676,73.7782466,Western Region
Maharashtra,2021,3,Nagpur,2020264,21.1170373,79.1045331,Western Region
Maharashtra,2021,3,Aurangabad,1671665,19.8799062683,75.33891908889,Western Region
Maharashtra,2021,3,Mumbai,1659663,19.0517979,72.8292773,Western Region
Maharashtra,2021,3,Ahmednagar,1539300,19.108436,74.735394,Western Region
Maharashtra,2021,3,Palghar,1410321,20.1700227,79.97914161206661,Western Region
Maharashtra,2021,3,Solapur,1380100,17.66787665,75.90672723846026,Western Region
Maharashtra,2021,4,Pune,7880431,18.527863,73.85568328231989,Western Region
Maharashtra,2021,4,Thane,4906492,19.19682175,72.9786988514791,Western Region
Maharashtra,2021,4,Mumbai Suburban,4740546,19.2713708,76.7644813,Western Region
Maharashtra,2021,4,Nashik,2510393,19.9969676,73.7782466,Western Region
Maharashtra,2021,4,Nagpur,2157149,21.1170373,79.1045331,Western Region
Maharashtra,2021,4,Aurangabad,1786190,19.8799062683,75.33891908889,Western Region
Maharashtra,2021,4,Mumbai,1770325,19.0517979,72.8292773,Western Region
Maharashtra,2021,4,Ahmednagar,1646991,19.108436,74.735394,Western Region
Maharashtra,2021,4,Palghar,1508500,20.1700227,79.97914161206661,Western Region
Maharashtra,2021,4,Solapur,1475291,17.66787665,75.90672723846026,Western Region
Maharashtra,2022,1,Pune,8331582,18.527863,73.85568328231989,Western Region
Maharashtra,2022,1,Thane,5196050,19.19682175,72.9786988514791,Western Region
Maharashtra,2022,1,Mumbai Suburban,5017556,19.2713708,76.7644813,Western Region
Maharashtra,2022,1,Nashik,2661739,19.9969676,73.7782466,Western Region
Maharashtra,2022,1,Nagpur,2286011,21.1170373,79.1045331,Western Region
Maharashtra,2022,1,Aurangabad,1894797,19.8799062683,75.33891908889,Western Region
Maharashtra,2022,1,Mumbai,1873643,19.0517979,72.8292773,Western Region
Maharashtra,2022,1,Ahmednagar,1749682,19.108436,74.735394,Western Region
Maharashtra,2022,1,Palghar,1601518,20.1700227,79.97914161206661,Western Region
Maharashtra,2022,1,Solapur,1565902,17.66787665,75.90672723846026,Western Region
Maharashtra,2022,2,Pune,8757249,18.527863,73.85568328231989,Western Region
Maharashtra,2022,2,Thane,5471749,19.19682175,72.9786988514791,Western Region
Maharashtra,2022,2,Mumbai Suburban,5281053,19.2713708,76.7644813,Western Region
Maharashtra,2022,2,Nashik,2803471,19.9969676,73.7782466,Western Region
Maharashtra,2022,2,Nagpur,2407812,21.1170373,79.1045331,Western Region
Maharashtra,2022,2,Aurangabad,1996927,19.8799062683,75.33891908889,Western Region
Maharashtra,2022,2,Mumbai,1972178,19.0517979,72.8292773,Western Region
Maharashtra,2022,2,Ahmednagar,1844168,19.108436,74.735394,Western Region
Maharashtra,2022,2,Palghar,1689875,20.1700227,79.97914161206661,Western Region
Maharashtra,2022,2,Solapur,1649511,17.66787665,75.90672723846026,Western Region
Maharashtra,2022,3,Pune,9194074,18.527863,73.85568328231989,Western Region
Maharashtra,2022,3,Thane,5757165,19.19682175,72.9786988514791,Western Region
Maharashtra,2022,3,Mumbai Suburban,5555095,19.2713708,76.7644813,Western Region
Maharashtra,2022,3,Nashik,2948824,19.9969676,73.7782466,Western Region
Maharashtra,2022,3,Nagpur,2532986,21.1170373,79.1045331,Western Region
Maharashtra,2022,3,Aurangabad,2101234,19.8799062683,75.33891908889,Western Region
Maharashtra,2022,3,Mumbai,2074701,19.0517979,72.8292773,Western Region
Maharashtra,2022,3,Ahmednagar,1940071,19.108436,74.735394,Western Region
Maharashtra,2022,3,Palghar,1781265,20.1700227,79.97914161206661,Western Region
Maharashtra,2022,3,Solapur,1733556,17.66787665,75.90672723846026,Western Region
Maharashtra,2022,4,Pune,9622338,18.527863,73.85568328231989,Western Region
Maharashtra,2022,4,Thane,6042267,19.19682175,72.9786988514791,Western Region
Maharashtra,2022,4,Mumbai Suburban,5831539,19.2713708,76.7644813,Western Region
Maharashtra,2022,4,Nashik,3086721,19.9969676,73.7782466,Western Region
Maharashtra,2022,4,Nagpur,2655029,21.1170373,79.1045331,Western Region
Maharashtra,2022,4,Aurangabad,2201353,19.8799062683,75.33891908889,Western Region
Maharashtra,2022,4,Mumbai,2178155,19.0517979,72.8292773,Western Region
Maharashtra,2022,4,Ahmednagar,2027819,19.108436,74.735394,Western Region
Maharashtra,2022,4,Palghar,1870957,20.1700227,79.97914161206661,Western Region
Maharashtra,2022,4,Solapur,1811044,17.66787665,75.90672723846026,Western Region
Maharashtra,2023,1,Pune,10037022,18.527863,73.85568328231989,Western Region
Maharashtra,2023,1,Thane,6314618,19.19682175,72.9786988514791,Western Region
Maharashtra,2023,1,Mumbai Suburban,6095695,19.2713708,76.7644813,Western Region
Maharashtra,2023,1,Nashik,3223873,19.9969676,73.7782466,Western Region
Maharashtra,2023,1,Nagpur,2775157,21.1170373,79.1045331,Western Region
Maharashtra,2023,1,Aurangabad,2300283,19.8799062683,75.33891908889,Western Region
Maharashtra,2023,1,Mumbai,2276888,19.0517979,72.8292773,Western Region
Maharashtra,2023,1,Ahmednagar,2119506,19.108436,74.735394,Western Region
Maharashtra,2023,1,Palghar,1957628,20.1700227,79.97914161206661,Western Region
Maharashtra,2023,1,Solapur,1892509,17.66787665,75.90672723846026,Western Region
Maharashtra,2023,2,Pune,10396344,18.527863,73.85568328231989,Western Region
Maharashtra,2023,2,Thane,6552282,19.19682175,72.9786988514791,Western Region
Maharashtra,2023,2,Mumbai Suburban,6322778,19.2713708,76.7644813,Western Region
Maharashtra,2023,2,Nashik,3350410,19.9969676,73.7782466,Western Region
Maharashtra,2023,2,Nagpur,2882255,21.1170373,79.1045331,Western Region
Maharashtra,2023,2,Aurangabad,2390854,19.8799062683,75.33891908889,Western Region
Maharashtra,2023,2,Mumbai,2361852,19.0517979,72.8292773,Western Region
Maharashtra,2023,2,Ahmednagar,2208055,19.108436,74.735394,Western Region
Maharashtra,2023,2,Palghar,2037722,20.1700227,79.97914161206661,Western Region
Maharashtra,2023,2,Solapur,1970077,17.66787665,75.90672723846026,Western Region
Maharashtra,2023,3,Pune,10780092,18.527863,73.85568328231989,Western Region
Maharashtra,2023,3,Thane,6802106,19.19682175,72.9786988514791,Western Region
Maharashtra,2023,3,Mumbai Suburban,6560867,19.2713708,76.7644813,Western Region
Maharashtra,2023,3,Nashik,3481028,19.9969676,73.7782466,Western Region
Maharashtra,2023,3,Nagpur,2995471,21.1170373,79.1045331,Western Region
Maharashtra,2023,3,Aurangabad,2485041,19.8799062683,75.33891908889,Western Region
Maharashtra,2023,3,Mumbai,2450770,19.0517979,72.8292773,Western Region
Maharashtra,2023,3,Ahmednagar,2297997,19.108436,74.735394,Western Region
Maharashtra,2023,3,Palghar,2118552,20.1700227,79.97914161206661,Western Region
Maharashtra,2023,3,Solapur,2050042,17.66787665,75.90672723846026,Western Region
Maharashtra,2023,4,Pune,11135186,18.527863,73.85568328231989,Western Region
Maharashtra,2023,4,Thane,7044610,19.19682175,72.9786988514791,Western Region
Maharashtra,2023,4,Mumbai Suburban,6796218,19.2713708,76.7644813,Western Region
Maharashtra,2023,4,Nashik,3606029,19.9969676,73.7782466,Western Region
Maharashtra,2023,4,Nagpur,3102070,21.1170373,79.1045331,Western Region
Maharashtra,2023,4,Aurangabad,2575931,19.8799062683,75.33891908889,Western Region
Maharashtra,2023,4,Mumbai,2537871,19.0517979,72.8292773,Western Region
Maharashtra,2023,4,Ahmednagar,2381246,19.108436,74.735394,Western Region
Maharashtra,2023,4,Palghar,2198589,20.1700227,79.97914161206661,Western Region
Maharashtra,2023,4,Solapur,2124162,17.66787665,75.90672723846026,Western Region
Maharashtra,2024,1,Pune,11546171,18.527863,73.85568328231989,Western Region
Maharashtra,2024,1,Thane,7314981,19.19682175,72.9786988514791,Western Region
Maharashtra,2024,1,Mumbai Suburban,7055629,19.2713708,76.7644813,Western Region
Maharashtra,2024,1,Nashik,3747440,19.9969676,73.7782466,Western Region
Maharashtra,2024,1,Nagpur,3225345,21.1170373,79.1045331,Western Region
Maharashtra,2024,1,Aurangabad,2679421,19.8799062683,75.33891908889,Western Region
Maharashtra,2024,1,Mumbai,2634732,19.0517979,72.8292773,Western Region
Maharashtra,2024,1,Ahmednagar,2477859,19.108436,74.735394,Western Region
Maharashtra,2024,1,Palghar,2286819,20.1700227,79.97914161206661,Western Region
Maharashtra,2024,1,Solapur,2209975,17.66787665,75.90672723846026,Western Region
Maharashtra,2024,2,Pune,11964579,18.527863,73.85568328231989,Western Region
Maharashtra,2024,2,Thane,7591749,19.19682175,72.9786988514791,Western Region
Maharashtra,2024,2,Mumbai Suburban,7325715,19.2713708,76.7644813,Western Region
Maharashtra,2024,2,Nashik,3889850,19.9969676,73.7782466,Western Region
Maharashtra,2024,2,Nagpur,3346275,21.1170373,79.1045331,Western Region
Maharashtra,2024,2,Aurangabad,2783002,19.8799062683,75.33891908889,Western Region
Maharashtra,2024,2,Mumbai,2734724,19.0517979,72.8292773,Western Region
Maharashtra,2024,2,Ahmednagar,2571674,19.108436,74.735394,Western Region
Maharashtra,2024,2,Palghar,2375656,20.1700227,79.97914161206661,Western Region
Maharashtra,2024,2,Solapur,2293916,17.66787665,75.90672723846026,Western Region
Maharashtra,2024,3,Pune,12392676,18.527863,73.85568328231989,Western Region
Maharashtra,2024,3,Thane,7103828,19.19682175,72.9786988514791,Western Region
Maharashtra,2024,3,Mumbai Suburban,6688601,19.2713708,76.7644813,Western Region
Maharashtra,2024,3,Nashik,3867938,19.9969676,73.7782466,Western Region
Maharashtra,2024,3,Nagpur,3331958,21.1170373,79.1045331,Western Region
Maharashtra,2024,3,Chhatrapati Sambhaji Nagar,2709328,,,Western Region
Maharashtra,2024,3,Mumbai,2496314,19.0517979,72.8292773,Western Region
Maharashtra,2024,3,Ahmednagar,2494005,19.108436,74.735394,Western Region
Maharashtra,2024,3,Palghar,2277990,20.1700227,79.97914161206661,Western Region
Maharashtra,2024,3,Solapur,2194106,17.66787665,75.90672723846026,Western Region
Maharashtra,2024,4,Pune,12734314,18.527863,73.85568328231989,Western Region
Maharashtra,2024,4,Thane,7300941,19.19682175,72.9786988514791,Western Region
Maharashtra,2024,4,Mumbai Suburban,6875379,19.2713708,76.7644813,Western Region
Maharashtra,2024,4,Nashik,3991070,19.9969676,73.7782466,Western Region
Maharashtra,2024,4,Nagpur,3435039,21.1170373,79.1045331,Western Region
Maharashtra,2024,4,Chhatrapati Sambhaji Nagar,2797934,,,Western Region
Maharashtra,2024,4,Ahmednagar,2578315,19.108436,74.735394,Western Region
Maharashtra,2024,4,Mumbai,2564652,19.0517979,72.8292773,Western Region
Maharashtra,2024,4,Palghar,2341896,20.1700227,79.97914161206661,Western Region
Maharashtra,2024,4,Solapur,2271533,17.66787665,75.90672723846026,Western Region
Manipur,2018,1,Imphal West,11304,24.3429852,93.6928709,North-Eastern Region
Manipur,2018,1,Imphal East,6759,17.6913198,74.0094374,North-Eastern Region
Manipur,2018,1,Thoubal,2764,24.84529,94.1449785,North-Eastern Region
Manipur,2018,1,Bishnupur,2371,24.6319847,93.7619193,North-Eastern Region
Manipur,2018,1,Churachandpur,1524,24.3429852,93.6928709,North-Eastern Region
Manipur,2018,1,Kangpokpi,1439,17.6913198,74.0094374,North-Eastern Region
Manipur,2018,1,Kakching,915,24.84529,94.1449785,North-Eastern Region
Manipur,2018,1,Ukhrul,602,25.311073800000003,94.47537752375742,North-Eastern Region
Manipur,2018,1,Tamenglong,550,24.9855683,93.5025164,North-Eastern Region
